facname,addressnum,streetname,address,boro,zipcode,datasource,uid,grc,message
JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES INC NON-MEDICAID CARE COORDINATION (OMH),,,NO ADDRESS,,,moeo_socialservicesiteloactions,bf50b1cae0794cc3d5be893c497837b6,16,STREET NAME IS MISSING
JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES INC SELF-HELP,,,NO ADDRESS,,,moeo_socialservicesiteloactions,1afd798d6bd36b197f70fa8eb4bb1ca1,16,STREET NAME IS MISSING
JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES INC SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,080ad7773384be0121aa35dda2ee05c9,16,STREET NAME IS MISSING
JEWISH CHILD CARE ASSOCIATION OF NEW YORK HOME BASED FAMILY TREATMENT,,,NO ADDRESS,,,moeo_socialservicesiteloactions,9579831db73d73223a7c5ec8a6b07542,16,STREET NAME IS MISSING
LATINO COMMISSION ON AIDS INC HEALTH EDUCATION AND RISK REDUCTION,37-63,83 STREET,37-63 83 STREET,,,moeo_socialservicesiteloactions,fc319d6cc5b4ed8cfafadecccd64e531,EE,'83 STREET' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.
MENTAL HEALTH PROVIDERS OF WESTERN QUEENS INC NON-MEDICAID CARE COORDINATION (OMH),,,NO ADDRESS,,,moeo_socialservicesiteloactions,67e75af86dade50bf018564fa8f9dee2,16,STREET NAME IS MISSING
MERCYFIRST FOSTER CARE,114-58,175 PLACT,114-58 175 PLACT,,,moeo_socialservicesiteloactions,f8a8203cc295f9dd037ac51948c3e4ca,EE,'175TH PLACT' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.
MERCYFIRST FOSTER CARE,4416,SYNDER AVENUE,4416 SYNDER AVENUE,,,moeo_socialservicesiteloactions,cadd0c42528b85267fe878d1ba588fca,11,'SYNDER AVENUE' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
MERCYFIRST FOSTER CARE,142-29,ROCKAWAY,142-29 ROCKAWAY,,,moeo_socialservicesiteloactions,8ea9faf4117f000ddaafd254156edddb,EE,'ROCKAWAY' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
NEW YORK FOUNDLING HOSPITAL FOSTER CARE,997,EAST 179,997 EAST 179,,,moeo_socialservicesiteloactions,a00d53f7a4eeeaa46bb3ebf658b9080c,EE,'EAST 179TH' NOT RECOGNIZED. THERE ARE 003 SIMILAR NAMES.
NEW YORK FOUNDLING HOSPITAL PREVENTIVE SERVICES,590,6 AVENUE/590 AVE OF THE AME,590 6 AVENUE/590 AVE OF THE AME,,,moeo_socialservicesiteloactions,9c5aeb29dab39ab3793bcfd85bea4f61,EE,'6TH AVENUE/590 AVENUE OF THE AME' NOT RECOGNIZED. THERE ARE 007 SIMILAR NAMES.
NEW YORK HARM REDUCTION EDUCATORS INC SUPPORTIVE COUNSELING & FAMILY STABILIZATION SERVICES - SEP,,,NO ADDRESS,,,moeo_socialservicesiteloactions,25bfd8c2c913e47eb3bb513a6afc3271,16,STREET NAME IS MISSING
NEW YORK PRESBYTERIAN HOSPITAL CPEP CRISIS OUTREACH,,,NO ADDRESS,,,moeo_socialservicesiteloactions,f4ff2984e33b41319b807ba606e7a5e8,16,STREET NAME IS MISSING
NEW YORK PRESBYTERIAN HOSPITAL HIV TESTING SERVICES: ROUTINE TESTING IN CLINICAL SETTINGS,,,NO ADDRESS,,,moeo_socialservicesiteloactions,9a71a003fb01c9b31261fa50a437983b,16,STREET NAME IS MISSING
NORTHSIDE CENTER FOR CHILD DEVELOPMENT INC HOME BASED CRISIS INTERVENTION,,,NO ADDRESS,,,moeo_socialservicesiteloactions,d37aee3bf573b7e21a838516ab0a62c1,16,STREET NAME IS MISSING
ODYSSEY HOUSE INC OUTREACH,,,NO ADDRESS,,,moeo_socialservicesiteloactions,49c4047e46353d3cf727070348ff97af,16,STREET NAME IS MISSING
OHEL CHILDREN'S HOME AND FAMILY SERVICES INC SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,de6390dd971b203ef68944d8dd298a21,16,STREET NAME IS MISSING
PALLADIA INC SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,a4d4dd7d0e0e5f295adf02ebeb72d214,16,STREET NAME IS MISSING
POSTGRADUATE CENTER FOR MENTAL HEALTH ASSERTIVE COMMUNITY TREATMENT,,,NO ADDRESS,,,moeo_socialservicesiteloactions,cde21e4859ab457dea69aa7d66567f67,16,STREET NAME IS MISSING
POSTGRADUATE CENTER FOR MENTAL HEALTH NON-MEDICAID CARE COORDINATION (OMH),,,NO ADDRESS,,,moeo_socialservicesiteloactions,c29627934508c26ada44844ad7bea652,16,STREET NAME IS MISSING
PROJECT HOSPITALITY INC SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,a7bcb14bc0eed9ac71c023ecde07cb5a,16,STREET NAME IS MISSING
PROJECT RENEWAL INC HOMELESS PLACEMENT SERVICES (NON-LICENSED PROGRAM),,,NO ADDRESS,,,moeo_socialservicesiteloactions,b20dfb8f4a594198048984020ee21baf,16,STREET NAME IS MISSING
PROJECT RENEWAL INC NY NY III SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,e1a3e8b994917558444773f675d78673,16,STREET NAME IS MISSING
PSCH INC NON-MEDICAID CARE COORDINATION (OMH),,,NO ADDRESS,,,moeo_socialservicesiteloactions,b26f3bd661e31c02879f1a5fd87511be,16,STREET NAME IS MISSING
PSCH INC NON-MEDICAID CARE COORDINATION; (NON-LICENSED PROGRAM),,,NO ADDRESS,,,moeo_socialservicesiteloactions,a67c6127b35d7de62f1808e1728e18af,16,STREET NAME IS MISSING
PSCH INC SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,0e717cd8b1b08fbec8b611973467913b,16,STREET NAME IS MISSING
"RISING GROUND (FORMERLY - LEAKE AND WATTS SERVICES, INC.) FOSTER CARE",575,SOUNDVIEW,575 SOUNDVIEW,,,moeo_socialservicesiteloactions,0cbf7aa7d29e0ead798ec4524f3deb87,EE,'SOUNDVIEW' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
SCO FAMILY OF SERVICES GENERAL PREVENTIVE CARE (PC),70-20,47 STREET,70-20 47 STREET,,,moeo_socialservicesiteloactions,718cb3d8076137aff1c039c627f9375a,42,ADDRESS NUMBER OUT OF RANGE
SCO FAMILY OF SERVICES NURSE-FAMILY PARTNERSHIP SERVICES,,,NO ADDRESS,,,moeo_socialservicesiteloactions,f01606c9de879834114efa33a6cebd1d,16,STREET NAME IS MISSING
SCO FAMILY OF SERVICES PREVENTIVE SERVICES,,443-39TH STREET,,,,moeo_socialservicesiteloactions,24a014332cd6dbe1154d3f661c69297a,11,'443-39TH STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
SCO FAMILY OF SERVICES SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,69a2b5dccde9036cf6ce683e0e87e3bf,16,STREET NAME IS MISSING
ST JOSEPH'S HOSPITAL ASSERTIVE COMMUNITY TREATMENT,,,NO ADDRESS,,,moeo_socialservicesiteloactions,6a26a34e025c55eea1f65c91469bca8c,16,STREET NAME IS MISSING
ST JOSEPH'S HOSPITAL SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,305209e23c1098953e714bd0a5f7e78d,16,STREET NAME IS MISSING
ST LUKE'S - ROOSEVELT HOSPITAL CPEP CRISIS OUTREACH,,,NO ADDRESS,,,moeo_socialservicesiteloactions,3f882a7ac58b9924705ca1128f7ea513,16,STREET NAME IS MISSING
ST VINCENT'S SERVICES INC SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,0b15dda18385db39c983fe4630edf2e0,16,STREET NAME IS MISSING
STATEN ISLAND BEHAVIORAL NETWORK INC NON-MEDICAID CARE COORDINATION (OMH),,,NO ADDRESS,,,moeo_socialservicesiteloactions,fd29b00518b993b85a542873e13d8c5c,16,STREET NAME IS MISSING
THE BRIDGE INC ASSERTIVE COMMUNITY TREATMENT,,,NO ADDRESS,,,moeo_socialservicesiteloactions,33f3cf389caaa551776eeecc24e65fba,16,STREET NAME IS MISSING
THE BRIDGE INC NON-MEDICAID CARE COORDINATION (OMH),,,NO ADDRESS,,,moeo_socialservicesiteloactions,72dc31f03835943953adeac453a632df,16,STREET NAME IS MISSING
THE BRIDGE INC NY NY III SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,6c7c15dd7832720be6e97f3b5be660e9,16,STREET NAME IS MISSING
THE BRIDGE INC SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,632d27e7e361c8617a5a582caf21b790,16,STREET NAME IS MISSING
THE CHILD CENTER OF NY INC ADVOCACY SERVICES,,,NO ADDRESS,,,moeo_socialservicesiteloactions,3e475446a341ce481996868f6cc6d570,16,STREET NAME IS MISSING
THE CHILD CENTER OF NY INC HOME BASED CRISIS INTERVENTION,,,NO ADDRESS,,,moeo_socialservicesiteloactions,fc0c52fa6fe4801a9dcffb00bbbf3aa3,16,STREET NAME IS MISSING
THE CHILD CENTER OF NY INC NON-MEDICAID CARE COORDINATION; (NON-LICENSED PROGRAM),,,NO ADDRESS,,,moeo_socialservicesiteloactions,3a27b7c7473dd8eb8393f81c3aa1ed5f,16,STREET NAME IS MISSING
THE CHILD CENTER OF NY INC PREVENTIVE SERVICES,140-15B,SANDFORD AVENUE,140-15B SANDFORD AVENUE,,,moeo_socialservicesiteloactions,67cf657e7fa617c8f440c671e4170c71,EE,'SANDFORD AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
THE CHILDREN'S VILLAGE FOSTER CARE,221-33,45 DRIVE,221-33 45 DRIVE,,,moeo_socialservicesiteloactions,f003460e53b05fbdf602fb80089f5ca0,42,ADDRESS NUMBER OUT OF RANGE
THE CHILDREN'S VILLAGE PREVENTIVE SERVICES,,,,,,moeo_socialservicesiteloactions,a9dd4f95402395a9579ebc6678de5f55,16,STREET NAME IS MISSING
THE DOE FUND INC NY NY III SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,b7ac08c84ff89c98c6baf687b587d227,16,STREET NAME IS MISSING
THE FAMILY CENTER INC PREVENTIVE SERVICES,493,MOSTRAND AVENUE,493 MOSTRAND AVENUE,,,moeo_socialservicesiteloactions,17ec2d65f8aba013d4e7fb9df04b515c,EE,'MOSTRAND AVENUE' NOT RECOGNIZED. IS IT 'MOSOMILLO BALLFIELD'?
THE FORTUNE SOCIETY INC SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,f777e4f118fe1c7672842375e776e566,98,NO INPUT DATA RECEIVED
THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS INC EARLY LEARN NYC: NEW YORK CITY'S EARLY CARE AND EDUCATION SERVICES,49,AVENUE WEST,49 AVENUE WEST,,,moeo_socialservicesiteloactions,c3fbd8886073f8435c506c23f4a3dcc5,EE,'AVENUE WEST' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
THE HETRICK-MARTIN INSTITUTE INC OUTREACH TO HOMELESS YOUTH,,,NO ADDRESS,,,moeo_socialservicesiteloactions,96e1941e88a300093abc084019ca3c4e,16,STREET NAME IS MISSING
THE JERICHO PROJECT SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,1c6a93f556050af485dfb993847426c6,16,STREET NAME IS MISSING
THE MENTAL HEALTH ASSOCIATION OF NEW YORK CITY INC COORDINATED CHILDREN'S SERVICES INITIATIVE,,,NO ADDRESS,,,moeo_socialservicesiteloactions,80791043dbe3f7a0ca1cf2edb54c0983,16,STREET NAME IS MISSING
THE MENTAL HEALTH ASSOCIATION OF NEW YORK CITY INC SELF-HELP,,,NO ADDRESS,,,moeo_socialservicesiteloactions,8b9a197bf347f063da5bbdfcf28f606a,16,STREET NAME IS MISSING
THE MENTAL HEALTH ASSOCIATION OF NEW YORK CITY INC SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,f47703c39ca843ffea0fee3ae5bfc4fa,16,STREET NAME IS MISSING
THE NEW YORK FOUNDLING HOSPITAL SCHOOL,,,NO ADDRESS,,,moeo_socialservicesiteloactions,21754536bcc8473ec669ea44aed1f2a9,16,STREET NAME IS MISSING
THE NEW YORK FOUNDLING HOSPITAL SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,df7bcc0610bb44746bf4d5dfe800ac58,16,STREET NAME IS MISSING
TRANSITIONAL SERVICES FOR NEW YORK INC NON-MEDICAID CARE COORDINATION (OMH),,,NO ADDRESS,,,moeo_socialservicesiteloactions,7c236d18265c2fbb1d084d1f67eb9143,16,STREET NAME IS MISSING
TRANSITIONAL SERVICES FOR NEW YORK INC OUTREACH,,,NO ADDRESS,,,moeo_socialservicesiteloactions,b488a8acd13cee9e140db96d009f7224,16,STREET NAME IS MISSING
TRANSITIONAL SERVICES FOR NEW YORK INC SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,308ac2b2fdcb8ad725fe05d04c7a91bb,16,STREET NAME IS MISSING
TURNAROUND FOR CHILDREN INC SCHOOL,,,NO ADDRESS,,,moeo_socialservicesiteloactions,df46172a172ebdca6c89bea69e331ecd,16,STREET NAME IS MISSING
UNITED COMMUNITY CENTERS INC COMMUNITY-LEVEL INTERVENTIONS FOR HIV PREVENTION,2552,MONTAUK AVENUE,2552 MONTAUK AVENUE,,,moeo_socialservicesiteloactions,bd98d109ea51db25ac588bb77947d7ce,42,ADDRESS NUMBER OUT OF RANGE
UNIVERSITY CONSULTATION AND TREATMENT CENTER FOR MENTAL HYGIENE INC NON-MEDICAID CARE COORDINATION (OMH),,,NO ADDRESS,,,moeo_socialservicesiteloactions,fa6ad812a28319f3d25dd3e22b95a3b9,16,STREET NAME IS MISSING
UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK INC HOME BASED CRISIS INTERVENTION,,,NO ADDRESS,,,moeo_socialservicesiteloactions,569d5af861d030c010d9e3ce1068e4a3,16,STREET NAME IS MISSING
UPPER MANHATTAN MENTAL HEALTH CENTER INC NON-MEDICAID CARE COORDINATION (OMH),,,NO ADDRESS,,,moeo_socialservicesiteloactions,3bd9125986dee649568849644d31f773,16,STREET NAME IS MISSING
URBAN PATHWAYS INC NY NY III SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,9b953e6022fd4ef79eb529334c4f9a62,16,STREET NAME IS MISSING
URBAN PATHWAYS INC SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,a66315f945b7bdaff32b28425433d080,16,STREET NAME IS MISSING
VISITING NURSE SERVICE OF NEW YORK HOME CARE II ASSERTIVE COMMUNITY TREATMENT,,,NO ADDRESS,,,moeo_socialservicesiteloactions,3e350a992b664db8680c2f4b057d058d,16,STREET NAME IS MISSING
VISITING NURSE SERVICE OF NEW YORK HOME CARE II CRISIS INTERVENTION,,,NO ADDRESS,,,moeo_socialservicesiteloactions,22b647bd019915a818608704d259bba3,16,STREET NAME IS MISSING
VISITING NURSE SERVICE OF NEW YORK HOME CARE II HOME BASED CRISIS INTERVENTION,,,NO ADDRESS,,,moeo_socialservicesiteloactions,3fa10a1194eeb26ca44cb55296a3535c,16,STREET NAME IS MISSING
VISITING NURSE SERVICE OF NEW YORK HOME CARE II NON-MEDICAID CARE COORDINATION (OMH),,,NO ADDRESS,,,moeo_socialservicesiteloactions,fc14780193efaeba11cc48e7bc0cddf2,16,STREET NAME IS MISSING
VISITING NURSE SERVICE OF NEW YORK HOME CARE II NURSE-FAMILY PARTNERSHIP SERVICES,,,NO ADDRESS,,,moeo_socialservicesiteloactions,2c8c1aa630b3ed72dbafcf0e90a04dc2,16,STREET NAME IS MISSING
VISITING NURSE SERVICE OF NEW YORK HOME CARE II OUTREACH,,,NO ADDRESS,,,moeo_socialservicesiteloactions,06e828507f085494a9e562071aebd693,16,STREET NAME IS MISSING
VISITING NURSE SERVICE OF NEW YORK HOME CARE II SCHOOL,,,NO ADDRESS,,,moeo_socialservicesiteloactions,c247ecd973e5b04a8a74696caef40bd9,16,STREET NAME IS MISSING
VOCES LATINAS CORP EARLY INTERVENTION SERVICES: PRIORITY POPULATIONS TESTING IN NON-CLINICAL SETTINGS,,,NO ADDRESS,,,moeo_socialservicesiteloactions,b845ab771486c341226840548bb16438,16,STREET NAME IS MISSING
VOLUNTEERS OF AMERICA - GREATER NEW YORK INC NY NY III SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,e40bd41e65ad5038d8754674f61ffe5d,16,STREET NAME IS MISSING
WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY GERIATRIC MENTAL HEALTH,478,EAST 1 STREET,478 EAST 1 STREET,,,moeo_socialservicesiteloactions,42ed92efc47d46c816613a0548aa8bba,42,ADDRESS NUMBER OUT OF RANGE
WESTON UNITED COMMUNITY RENEWAL INC SUPPORTED HOUSING,,,NO ADDRESS,,,moeo_socialservicesiteloactions,936220c67c6baf989be544f9ca49bfa9,16,STREET NAME IS MISSING
QUEENS DETENTION COMPLEX (QDC),126-01,82 AVENUE,126-01 82ND AVENUE,,11415,nycdoc_corrections,4f3699dcc9358ca794507e80440292ba,00,
CAMPOS PLAZA,611,EAST 13 SREET,611 EAST 13TH SREET,,,nycha_communitycenters,e77bdfe3e7f38ec3aaaaf9e383cf885d,EE,'EAST 13TH SREET' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.
GLENWOOD,5816,FARRAGUT AVENUE,5816 FARRAGUT AVENUE,,,nycha_communitycenters,1ac9ae7aed1f233773a8a6fa3088b253,EE,'FARRAGUT AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
HAMMEL,82-10,RKWAY BEACH BOULEVARD,82-10 RKWAY BEACH BLVD,,,nycha_communitycenters,9d614414e622760cc2165177081b6866,11,'RKWAY BEACH BLVD' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
HAMMEL,81-14,RKWAY BEACH BOULEVARD,81-14 RKWAY BEACH BLVD,,,nycha_communitycenters,99387d1376cd2fcec3fb4f3fd00e1d9c,11,'RKWAY BEACH BLVD' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
HOWARD,1592,EAST NORTH Y AVENUE,1592 E N Y AVENUE,,,nycha_communitycenters,1abc2f4922b5c7f3944d53fea4f5b333,11,'E N Y AVENUE' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
LEXINGTON,115,EAST 98 STEET,115 EAST 98TH STEET,,,nycha_communitycenters,f9552e695859bd351d95be1372b37843,EE,'EAST 98TH STEET' NOT RECOGNIZED. IS IT 'EAST   98 STREET'?
MARINER'S HARBOR,157,BRABANT STEET,157 BRABANT STEET,,,nycha_communitycenters,212e92b69c369837ff8d5889d44064e0,EE,'BRABANT STEET' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
OCEAN BAY APTS/OCEANSIDE,338,BEACH 56 STREEET,338 BEACH 56TH STREEET,,,nycha_communitycenters,7cb2caa66c365b78dac57e7f92e771b5,EE,'BEACH 56TH STREEET' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
RAVENSWOOD,34-35A,12 STREET,34-35A 12TH STREET,,,nycha_communitycenters,c82da3aa3e4dd11a08949e17a9d8d712,42,ADDRESS NUMBER OUT OF RANGE
WALD,888,EAST 6 SREET,888 EAST 6TH SREET,,,nycha_communitycenters,def778e2448c3b052fa71c784f9355cf,EE,'EAST 6TH SREET' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.
WILSON,405,EAST 105 STEET,405 EAST 105TH STEET,,,nycha_communitycenters,39c9ed14ad2df76871df986d5700bafd,EE,'EAST 105TH STEET' NOT RECOGNIZED. IS IT 'EAST  105 STREET'?
WISE TOWERS/WSURA,136,WEST 91 STEET,136 WEST 91ST STEET,,,nycha_communitycenters,dd7b0519682809a1686d1fdf1b1cc793,EE,'WEST 91ST STEET' NOT RECOGNIZED. IS IT 'WEST   91 STREET'?
POLICE SERVICE AREA #3,25,CENTRAL AVENUE,25 CENTRAL AVENUE,,11206,nycha_policeservice,25898924c3470d8b5b1c23c7c038baa6,00,
A&G USED AUTO PART D/B/A PARTS ARE US,1937B,FLUSHING AVERNUE,1937 B FLUSHING AVERNUE,,,nysdec_solidwaste,b678e27766aae3ce60913e30c25a9c67,EE,'FLUSHING AVERNUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
CONSOLIDATED EDISON OF NY,276-290,AVENUE C EAST 16 STREET,276-290 AVENUE C ( EAST 16TH STREET),,,nysdec_solidwaste,30052309a755b45b3ea55568267376d1,EE,'AVENUE C EAST 16TH STREET' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
DSNY MULDOON AVE HOUSEHOLD SPECIAL WASTE DROP-OFF FACILITY,,,MULDOON AVENEU,,,nysdec_solidwaste,533e46d921ed0073db8347e80a30e25c,16,STREET NAME IS MISSING
DSNY NORTH SHORE HOUSEHOLD SPECIAL WASTE DROP-OFF FACILITY,120-15,31 AVENUE,120-15 31ST AVENUE,,11354,nysdec_solidwaste,67d9616d2fdbae4e1fd052010800347e,00,
DSNY SOUNDVIEW PARK YARD WASTE COMPOSTING FACILITY,,RANDALL AVENUE,RANDALL AVENUE ( WESTERN END OF RANDALL AVE),,,nysdec_solidwaste,cb7da28b601a20fe7b453fc000336b27,13,ADDRESS NBR RANDALL AVENUE W  CONTAINS AN INVALID CHARACTER(R) IN POSITION 1.
DSNY SOUTH BRONX HOUSEHOLD SPECIAL WASTE DROP-OFF SITE,,FOOT OF FARRAGUT STREET,FOOT OF FARRAGUT STREET,,,nysdec_solidwaste,51dda3ccb4c3ebaaee7aed44edcd439c,EE,'FOOT OF FARRAGUT STREET' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES.
EARTH MATTER NY INC,,SOUTH CRAIG ROAD,SOUTH CRAIG RD.,,,nysdec_solidwaste,9fa3a1224d45922d4d5b7d9e86ff8f7e,11,'SOUTH CRAIG RD' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
EVERGREEN RECYCLING OF CORONA (WILLETS POINT BLVD),,WILLLETS POINT BOULEVARD,WILLLETS POINT BLVD,,,nysdec_solidwaste,37ef7ab2cb1482f4b839555939306830,EE,'WILLLETS POINT BLVD' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
GERSHOW RECYCLING OF BROOKLYN,1885,PITKEN AVENUE,1885 PITKEN AVENUE,,,nysdec_solidwaste,e31e2848214e9522f8d457fd664af648,EE,'PITKEN AVENUE' NOT RECOGNIZED. THERE ARE 003 SIMILAR NAMES.
LIBERTY SCRAP METAL INC,95-49,TUCKERTON STREET,95-49 TUCKERTON STREET,,11433,nysdec_solidwaste,c49923bb37f4b46cb95a0a437f3d7f19,00,
NEW YORK RECYCLING VENTURES,1340,EAST BAY AVENUE,1340 EAST BAY AVENUE,,,nysdec_solidwaste,97c155d39e6c11d9f9e0a3b8dab7c6b5,11,'EAST BAY AVENUE' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
NYCDOS MTS @ HAMILTON AVE.,,HAMILTON AVENUE,HAMILTON AVENUE,,,nysdec_solidwaste,e1d8b7ed766be20f96627a786904ccfa,13,ADDRESS NBR HAMILTON AVENUE  HAS AN UNKNOWN OR INVALID SUFFIX/ENDING.
NYCDOS WEST 59TH STREET MTS,,WEST 59 STREET WESTSIDE HIGHWA,WEST 59TH STREET & WESTSIDE HIGHWAY,,,nysdec_solidwaste,168b679c905dc344b0e10a30eb919a9c,EE,'WEST 59TH STREET WESTSIDE HIGHWA' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES.
NYCDOS-NORTH SHORE MTS,31,AVENUE & FLUSHING BAY,31 AVE & FLUSHING BAY,,,nysdec_solidwaste,bc8c4dbb0f874c103fa5ba92f8693a8e,EE,'AVE & FLUSHING BAY' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
OUTSTANDING RENEWAL ENTERPRISES (LOWEREASTSIDEECOLOGYCENTER),,,BELLOW THE WILLIAMSBURG BRIDGE ON THE MANHATTAN SIDE NEAR..,,,nysdec_solidwaste,cb5297864f72143683a2218382b35da6,16,STREET NAME IS MISSING
PLAKOS SCRAP PROCESSING INC (94TH ST),771,EAST 94 STREET,771 EAST 94TH STREET,,11236,nysdec_solidwaste,0528168b3fa4b25c75e9c1e7180c68f6,00,
PLAKOS SCRAP PROCESSING INC.(69TH ST),769,EAST 69 STREET,769 E. 69TH STREET,,,nysdec_solidwaste,bd0d6652a98dda34f2d6ab266d12d41f,42,ADDRESS NUMBER OUT OF RANGE
QUEENSBRIDGE COMPOST SITE,,,QUEENS PLAZA SOUTH AND 10TH STREET/UNDER QUEENSBORO BRIDGE,,,nysdec_solidwaste,69cd00d713becc6182b5401ea617084d,16,STREET NAME IS MISSING
RIKERS ISLAND COMPOST FACILITY ( DSNY),,,RIKERS ISLAND CORRECTIONAL FACILITY,,,nysdec_solidwaste,b489b387fde096f20c50f9ecd28e7647,16,STREET NAME IS MISSING
SPECIALTY MOTOR CARS,1125,BRONX RIVER AVERNE,1125 BRONX RIVER AVERNE,,,nysdec_solidwaste,bea3b5af62beffbe9b372f1f0e0b5328,EE,'BRONX RIVER AVERNE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
WMNY BQE TRANSFER STATION,475,SCOTT AVENUE,475 SCOTT AVENUE,,11222,nysdec_solidwaste,b461ed95a353c4b750682d215470025e,00,
WMNY BQE TRANSFER STATION,475,SCOTT AVENUE,475 SCOTT AVENUE,,11222,nysdec_solidwaste,14dce0f81fc275e289d73ebc70d4e67d,00,
WMNY REVIEW TRANSFER STATION,38-22,REVIEW AVENUE,38-22 REVIEW AVENUE,,11101,nysdec_solidwaste,7596ee2c227bdc4c413b19149a54ef6c,00,
FANNIE LOU HAMER,1001,JENNINGS STREET,1001 JENNINGS STREET,,,nysdoh_healthfacilities,0648ee6cf5737c7f0314ef1cc5f2e7a3,EE,'JENNINGS STREET' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.
BOLD CHARTER SCHOOL,55,NORTH 5 ST-APT,55 N 5TH ST-APT E703,,,nysed_activeinstitutions,b6c3865a343c9e177aa106a8e17cbf00,EE,'N 5TH ST-APT' NOT RECOGNIZED. IS IT 'NORTH    5 STREET'?
DIST 5 P.30M PRESCHOOL SPECIAL ED,144,176 EAST 128 STREET,144 176 EAST 128TH ST,,,nysed_activeinstitutions,b8da010d257f6dd36cef850f91ce2e9b,EE,'176 EAST 128TH ST' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.
"NATA'S KIDS, INC.",1733,SHEEPSHEAD BAY ROAD SOUTH,1733 SHEEPSHEAD BAY RD S 36,,,nysed_activeinstitutions,831083772ec2df00e22dba26be19d2cf,EE,'SHEEPSHEAD BAY RD S' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
NYCDOE FORDHAM PLAZE PREK SPEC ED,,,ONE FORDHAM PLAZA 7TH FL,,,nysed_activeinstitutions,9fb6b82365b50ca3a49f15820a425d64,16,STREET NAME IS MISSING
RICHMOND PREP CHARTER SCHOOL,2,TELEPORT,2 TELEPORT DR-2ND FL,,,nysed_activeinstitutions,c0b871d546161512dfb88666849e0bd0,EE,'TELEPORT' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.
